YYMMDD,TIME,LOCATION,LAT,LON,DEPTH,MAG,EVALMODE
20200907,165227.19,Groningen,53.214,6.575,3,0.9,manual
20200908,233424.3,Harkstede,53.228,6.68,3,0.4,manual
20200912,134127.6,Zuidbroek,53.182,6.877,3,0.4,manual
20200913,101644.89,Onderdendam,53.315,6.597,3,0.9,manual
20200926,223138.89,Winde,53.122,6.496,3,0.9,manual
20200927,13945.7,Winde,53.122,6.496,3,1.8,manual
20201007,20716.19,Siddeburen,53.251,6.859,3,0.5,manual
20201016,215221,Loppersum,53.328,6.767,3,1,manual
20201018,122308.9,Zandeweer,53.391,6.676,3,1.7,manual
20201024,235201.6,Garmerwolde,53.251,6.664,3,0.6,manual
20201105,222758.5,Garrelsweer,53.321,6.766,3,0.5,manual
20201116,45359.39,Garsthuizen,53.371,6.731,3,1.1,manual
20201126,132351.79,Westeremden,53.348,6.697,3,1.6,manual
20201128,194441.7,Loppersum,53.332,6.726,3,0.7,manual
20201213,152413.5,Sappemeer,53.147,6.815,3,0.8,manual
20201215,25718.8,Rottum,53.385,6.609,3,1,manual
20201216,10348.89,Rottum,53.383,6.61,3,0.5,manual
20201219,62409.69,Rottum,53.385,6.61,3,1.3,manual
20201221,92931.3,Westeremden,53.34,6.716,3,1.8,manual
20201228,20953.89,Zuidbroek,53.174,6.868,3,0.6,manual
20210110,223907.7,Sappemeer,53.178,6.781,3,1.3,manual
20210124,93504.7,Tjuchem,53.27,6.869,3,1.9,manual
20210127,132649.39,Loppersum,53.335,6.76,3,1.9,manual
20210128,24049.79,Leermens,53.35,6.788,3,0.2,manual
20210131,184751.2,Stedum,53.316,6.726,3,1,manual
20210221,85007,Nieuwolda,53.232,6.993,3,0.7,manual
20210228,141831.5,Munnekezijl,53.335,6.279,3,1.3,manual
20210309,154006.2,Wetsinge,53.31,6.541,3,0.7,manual
20210313,60050,Loppersum,53.334,6.738,3,0.6,manual
20210330,204703.2,Veendam,53.097,6.84,3,1.5,manual
20210331,12459.29,Wirdum,53.295,6.805,3,1,manual
20210402,14112.3,Loppersum,53.32,6.717,3,0.8,manual
20210428,194626.3,Huizinge,53.362,6.682,3,2.3,manual
20210429,124456.7,Huizinge,53.362,6.683,3,1.3,manual
20210501,174329.19,Groningen,53.229,6.619,3,0.8,manual
20210517,122858.5,Loppersum,53.343,6.743,3,1.4,manual
20210526,155742,Wirdum,53.314,6.789,3,0.6,manual
20210529,25520.39,Ten Boer,53.269,6.705,3,1.2,manual
20210529,73451.5,Westeremden,53.346,6.695,3,0.6,manual
20210530,40800.1,Uithuizermeeden,53.426,6.753,3,0.3,manual
20210611,232927.5,Loppersum,53.335,6.759,3,2,manual
20210619,1429.8,Stedum,53.317,6.713,3,0.9,manual
20210619,10355.2,Stedum,53.316,6.711,3,2.3,manual
20210701,153814.09,Wirdum,53.296,6.806,3,2.2,manual
20210701,200730.6,Wirdum,53.297,6.804,3,0.4,manual
20210714,41036.7,Winneweer,53.31,6.748,3,0.2,manual
20210718,65832.89,Muntendam,53.157,6.896,3,0.3,manual
20210805,63340.5,Garsthuizen,53.361,6.712,3,0.6,manual
20210805,71445.89,Hellum,53.231,6.842,3,1.8,manual
20210806,35240.7,Groningen,53.247,6.613,3,0.6,manual
20210809,193530,Meedhuizen,53.281,6.932,3,0.9,manual
20210819,222523.5,Stedum,53.316,6.724,3,0.3,manual
20210826,211942.39,Wirdum,53.311,6.804,3,0.9,manual
20210905,114413.5,Loppersum,53.334,6.755,3,0.3,manual
20210914,12652.1,Delfzijl,53.327,6.915,3,0.4,manual
20210918,190738.6,Zeerijp,53.347,6.748,3,0.9,manual
20210920,205108,Meedhuizen,53.28,6.935,3,1.2,manual
20210929,222033.89,Overschild,53.295,6.807,3,0.8,manual
20211004,25908.5,Zeerijp,53.349,6.747,3,2.5,manual
20211004,133345.5,Appingedam,53.302,6.829,3,1.8,manual
20211004,204742.7,Zeerijp,53.35,6.746,3,2.2,manual
20211006,185756.7,Zeerijp,53.348,6.746,3,1.3,manual
20211007,115320.3,Zeerijp,53.351,6.747,3,0.6,manual
20211015,150421,Zeerijp,53.365,6.737,3,1.1,manual
20211018,165655.1,Sint Annen,53.285,6.676,3,1.1,manual
20211022,211120.6,Zeerijp,53.346,6.746,3,0.8,manual
20211027,2800,Eppenhuizen,53.38,6.704,3,0.5,manual
20211027,91339.29,Zeerijp,53.35,6.739,3,0.4,manual
20211031,213642.79,Garrelsweer,53.305,6.751,3,0.7,manual
20211104,44344.5,Froombosch,53.205,6.761,3,0.3,manual
20211105,223826.69,Scharmer,53.228,6.722,3,1.1,manual
20211108,15216.1,Westeremden,53.332,6.704,3,1.7,manual
20211110,42427,Oldenzijl,53.396,6.748,3,0.9,manual
20211113,90944.5,Zeerijp,53.351,6.745,3,1,manual
20211113,161223.6,Ten Post,53.278,6.746,3,0.9,manual
20211115,12205.29,Westeremden,53.353,6.692,3,0.9,manual
20211115,124152.29,Garrelsweer,53.294,6.776,3,0.6,manual
20211116,4648.39,Garrelsweer,53.309,6.751,3,3.2,manual
20211116,13416.3,Winneweer,53.31,6.749,3,0.6,manual
20211116,25744.29,Garrelsweer,53.307,6.749,3,0.3,manual
20211116,43804.79,Garrelsweer,53.307,6.748,3,0.2,manual
20211117,182528.3,Winneweer,53.311,6.747,3,0.9,manual
20211124,151112.19,Garrelsweer,53.295,6.798,3,0.5,manual
20211128,100520.8,Garrelsweer,53.306,6.752,3,0.6,manual
20211130,32251.6,Groningen,53.229,6.666,3,0.3,manual
20211130,84209.59,Appingedam,53.319,6.88,3,1.1,manual
20211201,2420.6,Toornwerd,53.348,6.631,3,0.7,manual
20211201,191634.1,Noordwolde,53.277,6.598,3,1.1,manual
20211201,202608.5,Steendam,53.276,6.836,3,0.9,manual
20211205,23805.5,Borgsweer,53.285,7.006,3,0.2,manual
20211209,121828.5,Groningen,53.252,6.591,3,1.2,manual
20211218,23325.1,Groningen,53.251,6.618,3,1.3,manual
20211225,223112.09,Oosterwijtwerd,53.33,6.827,3,0.6,manual
20211227,75547.2,Eems-Dollard (nabij Farmsum),53.355,6.964,3,1,manual
20211228,191904.9,Stedum,53.309,6.703,3,0.2,manual
20220101,231727,Wagenborgen,53.248,6.914,3,0.5,manual
20220124,2726.8,Loppersum,53.325,6.752,3,0.6,manual
20220126,35137.2,Siddeburen,53.233,6.868,3,0.3,manual
