"","X","Datetime","Easting","Northing","Depth","Magnitude","Date","V","Year"
"1086",1352,"06/02/2017 21:19:07",250201,573858,3,0.858434,"2017-02-06",2.41268551107399,2017
"1087",1353,"12/02/2017 14:43:24",243223,600218,3,1.26969,"2017-02-12",1.07499836310331,2017
"1088",1354,"14/02/2017 07:45:44",240501,599835,3,0.903331,"2017-02-14",0.754879368842555,2017
"1089",1355,"14/02/2017 20:52:04",243576,599112,3,0.825201,"2017-02-14",0.456443094503868,2017
"1090",1356,"15/02/2017 12:01:37",243298,599774,3,1.58658,"2017-02-15",1.01718405019214,2017
"1091",1357,"19/02/2017 13:21:26",246192,601610,3,1.41208,"2017-02-19",2.30245062806024,2017
"1092",1358,"19/02/2017 20:15:10",240809,582587,3,0.467047,"2017-02-19",2.19904768466934,2017
"1093",1359,"21/02/2017 23:19:47",246114,591701,3,0.385944,"2017-02-21",0.884805059133893,2017
"1094",1360,"25/02/2017 05:32:47",244804,594014,3,1.33733,"2017-02-25",1.08508096295856,2017
"1095",1361,"26/02/2017 06:25:08",240685,600729,3,1.23575,"2017-02-26",0.624695810946659,2017
"1096",1362,"26/02/2017 21:39:49",247662,594402,3,1.44401,"2017-02-26",0.810181580324291,2017
"1097",1363,"28/02/2017 21:26:51",247946,593517,3,0.870874,"2017-02-28",0.395486842599642,2017
"1098",1364,"03/03/2017 00:05:52",253775,592075,3,0.504727,"2017-03-03",1.97828645741836,2017
"1099",1365,"06/03/2017 11:35:13",233873,594044,3,1.55426,"2017-03-06",2.14392756918522,2017
"1100",1366,"11/03/2017 12:52:48",246483,596829,3,2.08334,"2017-03-11",0.866752410056637,2017
"1101",1367,"12/03/2017 23:36:39",258506,586052,3,0.572538,"2017-03-12",1.80643175729262,2017
"1102",1368,"14/03/2017 05:22:36",254878,593545,3,1.30332,"2017-03-14",1.91396939665592,2017
"1103",1369,"15/03/2017 18:31:51",255359,576857,3,0.572786,"2017-03-15",0.513741984341123,2017
"1104",1370,"04/04/2017 10:00:44",261993,588355,3,1.8249,"2017-04-04",2.95394702456586,2017
"1105",1371,"04/04/2017 22:36:28",248611,590190,3,0.0846555,"2017-04-04",0.454622970538322,2017
"1106",1372,"07/04/2017 17:43:50",241585,576590,3,0.487871,"2017-04-07",3.35404744961014,2017
"1107",1373,"09/04/2017 08:41:12",256433,589347,3,0.640414,"2017-04-09",0.881306483114118,2017
"1108",1374,"10/04/2017 00:17:19",251789,588027,3,1.25208,"2017-04-10",2.32508258897279,2017
"1109",1375,"10/04/2017 21:40:52",246849,581140,3,0.614124,"2017-04-10",1.06665057445182,2017
"1110",1376,"10/04/2017 23:37:13",261865,588129,3,1.07403,"2017-04-10",3.11786022089635,2017
"1111",1377,"13/04/2017 10:33:55",245584,605606,3,1.40966,"2017-04-13",1.84051854257157,2017
"1112",1378,"19/04/2017 17:11:09",244083,593332,3,0.53758,"2017-04-19",1.30323589222459,2017
"1113",1379,"26/04/2017 13:56:49",243574,581190,3,2.00589,"2017-04-26",1.51479681519204,2017
"1114",1380,"03/05/2017 11:15:54",244298,592557,3,1.47078,"2017-05-03",1.42679480936747,2017
"1115",1382,"12/05/2017 20:47:09",244035,592330,3,0.109115,"2017-05-12",1.6964821617456,2017
"1116",1383,"12/05/2017 21:16:03",244162,592666,3,0.312178,"2017-05-12",1.5707863182057,2017
"1117",1384,"14/05/2017 09:43:21",238552,600914,3,1.44286,"2017-05-14",0.830787846598906,2017
"1118",1386,"16/05/2017 01:31:26",249555,589652,3,1.674,"2017-05-16",1.26754016576804,2017
"1119",1387,"17/05/2017 07:12:33",251513,591806,3,0.938646,"2017-05-17",1.20495756142887,2017
"1120",1388,"20/05/2017 02:40:52",256467,590907,3,1.11737,"2017-05-20",1.98990701442984,2017
"1121",1389,"20/05/2017 18:25:44",256131,591011,3,0.370846,"2017-05-20",1.96413289519028,2017
"1122",1390,"25/05/2017 22:08:59",246310,581352,3,0.40676,"2017-05-25",1.27173419898095,2017
"1123",1391,"27/05/2017 15:29:01",251654,581456,3,2.58596,"2017-05-27",1.80612209841159,2017
"1124",1392,"30/05/2017 03:44:29",245575,606051,3,1.39376,"2017-05-30",1.63963818875613,2017
"1125",1393,"01/06/2017 21:04:40",245670,572769,3,0.676031,"2017-06-01",1.52005051769345,2017
"1126",1394,"06/06/2017 13:04:54",253459,587950,3,1.03097,"2017-06-06",1.5666969011134,2017
"1127",1395,"06/06/2017 15:16:04",245189,591238,3,0.710367,"2017-06-06",1.36584713612898,2017
"1128",1396,"07/06/2017 00:26:10",240657,583586,3,1.21829,"2017-06-07",1.99364274614423,2017
"1129",1397,"19/06/2017 15:06:04",258567,589393,3,0.97646,"2017-06-19",2.05600391220343,2017
"1130",1398,"29/06/2017 02:13:31",244089,592999,3,0.738673,"2017-06-29",1.63443855417151,2017
"1131",1399,"29/06/2017 05:18:54",258752,574591,3,0.335442,"2017-06-29",0.479174537322197,2017
"1132",1400,"30/06/2017 17:27:54",245757,582343,3,0.445527,"2017-06-30",1.47868039569502,2017
"1133",1401,"03/07/2017 21:43:59",252677,587043,3,0.838072,"2017-07-03",1.00373345785059,2017
"1134",1402,"05/07/2017 23:19:03",236701,588415,3,1.04058,"2017-07-05",1.33973941380817,2017
"1135",1403,"07/07/2017 02:19:37",251389,581340,3,0.655692,"2017-07-07",1.89367617431595,2017
"1136",1404,"10/07/2017 08:44:17",245189,594800,3,0.666265,"2017-07-10",0.431061352262207,2017
"1137",1405,"14/07/2017 07:55:29",262166,589583,3,0.617919,"2017-07-14",2.433959107239,2017
"1138",1406,"14/07/2017 09:38:53",252099,582579,3,0.576886,"2017-07-14",2.1258659878931,2017
"1139",1407,"16/07/2017 21:03:20",236631,588636,3,1.30023,"2017-07-16",1.27913883149853,2017
"1140",1408,"21/07/2017 01:22:20",239630,600154,3,1.09133,"2017-07-21",1.48920848203299,2017
"1141",1409,"22/07/2017 04:23:18",251220,579778,3,0.398674,"2017-07-22",1.53722516683166,2017
"1142",1410,"25/07/2017 15:00:08",244881,597021,3,0.960307,"2017-07-25",1.29741816597327,2017
"1143",1411,"25/07/2017 19:04:16",241577,595513,3,0.377542,"2017-07-25",1.64014481242327,2017
"1144",1412,"07/08/2017 05:56:43",245420,593135,3,0.493173,"2017-08-07",0.708343697257612,2017
"1145",1413,"10/08/2017 10:10:30",244727,591007,3,0.898433,"2017-08-10",1.79077586936093,2017
"1146",1414,"13/08/2017 20:26:19",245267,597696,3,0.465839,"2017-08-13",0.792910709103455,2017
"1147",1415,"14/08/2017 03:19:00",245182,598696,3,1.23084,"2017-08-14",1.41417636503472,2017
"1148",1416,"14/08/2017 15:02:50",245197,597917,3,0.274475,"2017-08-14",0.918280270983558,2017
"1149",1417,"16/08/2017 11:31:46",240709,591935,3,0.255072,"2017-08-16",0.483583349926981,2017
"1150",1418,"17/08/2017 05:38:59",245463,604936,3,0.761946,"2017-08-17",1.63104640478154,2017
"1151",1419,"22/08/2017 03:51:26",259258,588295,3,0.275521,"2017-08-22",1.82872061333262,2017
"1152",1420,"24/08/2017 08:56:30",260615,590328,3,1.02034,"2017-08-24",2.8173046840382,2017
"1153",1421,"29/08/2017 07:40:13",250607,593792,3,1.76089,"2017-08-29",0.0898086157991233,2017
"1154",1422,"30/08/2017 11:25:56",243274,579292,3,1.50488,"2017-08-30",2.03278241840498,2017
"1155",1423,"31/08/2017 23:33:08",250322,577868,3,0.217994,"2017-08-31",0.554975498699123,2017
"1156",1424,"01/09/2017 20:36:18",240172,599607,3,1.05343,"2017-09-01",1.15512489543415,2017
"1157",1425,"05/09/2017 05:30:25",253430,595853,3,1.31037,"2017-09-05",2.07700464631561,2017
"1158",1426,"05/09/2017 06:09:58",253295,595962,3,1.17708,"2017-09-05",2.23484999704204,2017
"1159",1427,"05/09/2017 22:08:28",254299,589303,3,1.90527,"2017-09-05",1.29311848510789,2017
"1160",1428,"11/09/2017 02:30:32",250744,593572,3,0.938519,"2017-09-11",0.169770885868224,2017
"1161",1429,"14/09/2017 00:02:41",245164,596136,3,0.549283,"2017-09-14",1.18416956041075,2017
"1162",1430,"20/09/2017 03:56:23",237311,576181,3,1.38281,"2017-09-20",2.65017485701781,2017
"1163",1431,"20/09/2017 05:28:35",251460,591137,3,1.62167,"2017-09-20",1.72689244274188,2017
"1164",1432,"23/09/2017 19:36:42",256787,585236,3,0.874523,"2017-09-23",2.48584989476272,2017
"1165",1433,"24/09/2017 18:49:22",239344,586123,3,0.882681,"2017-09-24",1.43565463940183,2017
"1166",1434,"27/09/2017 04:18:51",254529,591089,3,0.58765,"2017-09-27",1.77154999541734,2017
"1167",1435,"27/09/2017 22:54:48",246589,591265,3,1.20016,"2017-09-27",1.14197994580269,2017
"1168",1436,"30/09/2017 17:15:54",244445,584656,3,1.07851,"2017-09-30",1.76298883170971,2017
"1169",1438,"15/10/2017 13:58:32",239767,599933,3,0.985199,"2017-10-15",1.39004107906957,2017
"1170",1439,"16/10/2017 22:59:25",237450,587537,3,0.487339,"2017-10-16",1.72359591131481,2017
"1171",1440,"17/10/2017 00:46:31",259109,592077,3,0.816734,"2017-10-17",0.513429511038273,2017
"1172",1441,"29/10/2017 11:04:30",231840,583659,3,1.00057,"2017-10-29",0.746461350548008,2017
"1173",1442,"29/10/2017 22:55:29",257196,600496,3,1.15889,"2017-10-29",2.74529380896687,2017
"1174",1443,"03/11/2017 00:12:01",250861,577656,3,0.797757,"2017-11-03",0.826510705292481,2017
"1175",1444,"04/11/2017 01:02:29",253991,594529,3,0.590405,"2017-11-04",1.68505846343085,2017
"1176",1445,"15/11/2017 02:13:08",238735,594238,3,0.831576,"2017-11-15",1.04518573969661,2017
"1177",1446,"16/11/2017 18:37:59",258396,588053,3,0.670752,"2017-11-16",0.945629785424583,2017
"1178",1448,"22/11/2017 21:23:58",249688,589655,3,1.46176,"2017-11-22",1.39453193194233,2017
"1179",1449,"25/11/2017 19:52:32",240519,587591,3,0.490228,"2017-11-25",2.01729415960242,2017
"1180",1451,"28/11/2017 17:33:57",242906,602996,3,0.93338,"2017-11-28",2.27764719184173,2017
"1181",1452,"30/11/2017 17:46:24",255294,592775,3,0.78517,"2017-11-30",2.50140235507713,2017
"1182",1453,"01/12/2017 11:33:33",244797,597910,3,1.67847,"2017-12-01",1.29698330552009,2017
"1183",1454,"01/12/2017 21:05:42",246202,597602,3,1.27785,"2017-12-01",0.152016854325977,2017
"1184",1455,"02/12/2017 09:00:33",254575,592092,3,1.70055,"2017-12-02",2.434265153758,2017
"1185",1456,"02/12/2017 09:09:47",254437,592311,3,0.432246,"2017-12-02",2.51832627393879,2017
"1186",1457,"06/12/2017 14:01:24",264169,583617,3,0.654389,"2017-12-06",1.34192135761454,2017
"1187",1458,"06/12/2017 23:29:00",247936,600864,3,1.82144,"2017-12-06",1.59771861425473,2017
"1188",1459,"10/12/2017 16:48:33",246706,599059,3,2.06669,"2017-12-10",0.828548015984521,2017
"1189",1460,"15/12/2017 20:55:43",248563,592639,3,0.778767,"2017-12-15",1.22054022124697,2017
"1190",1461,"21/12/2017 19:38:59",264113,583170,3,1.03426,"2017-12-21",1.19311992458438,2017
"1191",1462,"22/12/2017 19:40:28",245850,598598,3,1.66058,"2017-12-22",1.03706072019612,2017
"1192",1463,"22/12/2017 20:06:12",245736,597594,3,0.358491,"2017-12-22",0.315763031652169,2017
"1193",1464,"24/12/2017 17:49:51",251377,591915,3,0.671731,"2017-12-24",1.10458665930193,2017
"1194",1465,"25/12/2017 12:52:27",254752,589980,3,0.681777,"2017-12-25",1.18960719794981,2017
"1195",1466,"28/12/2017 14:00:31",254685,589979,3,1.25146,"2017-12-28",1.23648184679808,2017
"1196",1467,"29/12/2017 23:15:49",246135,597601,3,1.43183,"2017-12-29",0.085948932747552,2017
"1197",1468,"01/01/2018 14:46:51",254818,589982,3,0.822382,"2018-01-01",1.14614899499448,2018
"1198",1469,"08/01/2018 14:00:52",245789,598263,3,3.43469,"2018-01-08",0.731047694101124,2018
"1199",1470,"09/01/2018 15:46:50",245873,597374,3,0.680083,"2018-01-09",0.273095100011331,2018
"1200",1471,"17/01/2018 04:37:39",235804,582277,3,0.981027,"2018-01-17",2.96316003557105,2018
"1201",1472,"20/01/2018 08:19:22",235939,582168,3,0.93106,"2018-01-20",2.91369214917283,2018
"1202",1473,"22/01/2018 07:23:18",242068,583166,3,0.862273,"2018-01-22",1.20731357138339,2018
"1203",1474,"22/01/2018 15:42:18",255309,585650,3,0.537861,"2018-01-22",2.01367641700111,2018
"1204",1475,"31/01/2018 13:11:04",254016,586848,3,1.58846,"2018-01-31",0.744889275958014,2018
"1205",1476,"05/02/2018 23:50:00",246579,595272,3,0.437586,"2018-02-05",1.04996648216795,2018
"1206",1477,"07/02/2018 20:07:26",246800,590712,3,0.220069,"2018-02-07",1.44184392023819,2018
"1207",1478,"08/02/2018 15:25:31",245849,595147,3,2.03768,"2018-02-08",0.315942327462702,2018
"1208",1479,"10/02/2018 09:58:40",243336,583189,3,1.65568,"2018-02-10",0.145707144724996,2018
"1209",1480,"11/02/2018 16:54:57",247871,590510,3,2.16064,"2018-02-11",0.354230944216666,2018
"1210",1481,"12/02/2018 10:44:53",243310,599107,3,0.922629,"2018-02-12",0.350759439567811,2018
"1211",1482,"17/02/2018 08:17:30",245389,605380,3,0.987448,"2018-02-17",1.87576458333305,2018
"1212",1483,"18/02/2018 01:26:54",246648,595162,3,1.00086,"2018-02-18",1.09749232216499,2018
"1213",1484,"18/02/2018 14:05:19",258196,584932,3,0.49647,"2018-02-18",2.73689997020835,2018
"1214",1485,"20/02/2018 18:28:05",251247,578443,3,0.378572,"2018-02-20",1.58324438394762,2018
"1215",1486,"01/03/2018 13:03:37",247550,589836,3,1.34551,"2018-03-01",0.866113674565833,2018
"1216",1487,"01/03/2018 21:34:26",246467,594157,3,0.916779,"2018-03-01",1.25209307531755,2018
"1217",1488,"08/03/2018 12:25:35",259149,571705,3,0.719835,"2018-03-08",2.73826530018145,2018
"1218",1489,"09/03/2018 16:35:09",259307,582952,3,0.502995,"2018-03-09",2.65267445968709,2018
"1219",1490,"10/03/2018 04:13:06",253223,592954,3,1.31579,"2018-03-10",1.7091389328985,2018
"1220",1491,"25/03/2018 11:09:49",247748,589951,3,1.64086,"2018-03-25",0.642284370621644,2018
"1221",1492,"25/03/2018 14:29:49",246411,593599,3,0.116567,"2018-03-25",1.30064322794149,2018
"1222",1493,"25/03/2018 15:54:16",239651,602714,3,1.49479,"2018-03-25",0.907766547704501,2018
"1223",1494,"27/03/2018 20:14:59",249270,587198,3,0.690482,"2018-03-27",2.22535493335402,2018
"1224",1495,"31/03/2018 06:44:04",241060,583482,3,1.22207,"2018-03-31",2.13301174624656,2018
"1225",1496,"01/04/2018 03:13:08",245151,596803,3,0.619502,"2018-04-01",1.18982616982875,2018
"1226",1497,"04/04/2018 03:35:41",245784,595034,3,0.901809,"2018-04-04",0.224697988528827,2018
"1227",1500,"08/04/2018 17:38:41",241439,603191,3,0.451326,"2018-04-08",0.95987004893907,2018
"1228",1501,"10/04/2018 15:48:31",258753,599305,3,0.916655,"2018-04-10",3.80108387825881,2018
"1229",1502,"13/04/2018 21:31:35",245706,599152,3,2.81124,"2018-04-13",1.60883267086683,2018
"1230",1503,"16/04/2018 00:57:12",243250,580627,3,0.557318,"2018-04-16",1.60930605814294,2018
"1231",1504,"18/04/2018 03:24:34",253301,592399,3,0.0943714,"2018-04-18",1.88811118875799,2018
"1232",1505,"19/04/2018 09:33:08",253788,588179,3,0.501921,"2018-04-19",1.83012050807283,2018
"1233",1506,"06/05/2018 16:39:07",247752,589728,3,1.56579,"2018-05-06",0.786770094084888,2018
"1234",1507,"12/05/2018 16:06:47",246672,597389,3,0.7164,"2018-05-12",0.606439811358225,2018
"1235",1508,"16/05/2018 16:54:21",258112,588827,3,0.685454,"2018-05-16",1.34584801654558,2018
"1236",1509,"19/05/2018 13:05:28",255905,585885,3,0.783305,"2018-05-19",2.38608392430675,2018
"1237",1510,"21/05/2018 23:27:49",248694,599543,3,1.63178,"2018-05-21",0.801529474328417,2018
"1238",1512,"05/06/2018 02:12:33",233927,594824,3,0.537479,"2018-06-05",2.71426922761667,2018
"1239",1513,"06/06/2018 19:07:22",238845,584110,3,0.716672,"2018-06-06",0.596545176571243,2018
"1240",1514,"14/06/2018 23:58:21",254349,590083,3,0.668932,"2018-06-14",1.40613696443595,2018
"1241",1515,"21/06/2018 16:43:36",242610,582730,3,0.606926,"2018-06-21",0.880001913449226,2018
"1242",1516,"27/06/2018 14:32:53",243319,580517,3,1.61879,"2018-06-27",1.67393047127299,2018
"1243",1517,"07/07/2018 03:55:58",255787,578758,3,0.992052,"2018-07-07",1.57877671135712,2018
"1244",1518,"07/07/2018 11:10:40",255919,578872,3,0.624075,"2018-07-07",1.73861345487584,2018
"1245",1519,"11/07/2018 13:52:11",252606,587264,3,1.08598,"2018-07-11",1.2084310733436,2018
"1246",1520,"11/07/2018 23:14:34",241578,584381,3,0.218748,"2018-07-11",1.50197199311322,2018
"1247",1521,"13/07/2018 08:05:05",249715,574739,3,1.13986,"2018-07-13",2.65232417634924,2018
"1248",1522,"14/07/2018 08:39:26",245328,598031,3,0.272782,"2018-07-14",0.852172282425368,2018
"1249",1524,"19/07/2018 21:45:35",243580,580856,3,0.549896,"2018-07-19",1.51001018445238,2018
"1250",1525,"26/07/2018 22:28:11",235965,572707,3,0.662719,"2018-07-26",3.88346995164802,2018
"1251",1526,"28/07/2018 03:09:48",244514,591671,3,0.921563,"2018-07-28",1.46343413786438,2018
"1252",1528,"29/07/2018 08:50:41",248563,599429,3,0.883042,"2018-07-29",0.975136214449756,2018
"1253",1529,"05/08/2018 23:35:10",250075,586991,3,0.32272,"2018-08-05",2.8193405723284,2018
"1254",1530,"06/08/2018 07:30:37",248109,588511,3,0.470094,"2018-08-06",0.760538284821352,2018
"1255",1531,"06/08/2018 16:15:23",243511,580966,3,0.947256,"2018-08-06",1.57038197673239,2018
"1256",1532,"08/08/2018 02:55:29",254138,593864,3,1.92917,"2018-08-08",1.99863789208463,2018
"1257",1533,"09/08/2018 08:01:55",254267,594089,3,1.83113,"2018-08-09",1.74496515985913,2018
"1258",1534,"13/08/2018 13:48:37",251931,581017,3,0.679933,"2018-08-13",1.28946478044906,2018
"1259",1535,"22/08/2018 14:36:00",245957,599936,3,0.502138,"2018-08-22",1.96523186525386,2018
"1260",1536,"14/09/2018 21:07:03",252406,583921,3,0.765224,"2018-09-14",2.5711527174588,2018
"1261",1537,"15/09/2018 06:32:19",249382,578072,3,0.536821,"2018-09-15",0.998676137876505,2018
"1262",1539,"17/09/2018 14:01:37",249382,578072,3,1.20813,"2018-09-17",0.998676137876505,2018
"1263",1540,"17/09/2018 17:29:25",243223,600218,3,0.59096,"2018-09-17",1.07499836310331,2018
"1264",1542,"20/09/2018 20:24:53",246683,575793,3,0.519056,"2018-09-20",2.51447013884099,2018
"1265",1543,"26/09/2018 15:49:55",250931,584225,3,0.812598,"2018-09-26",1.54482742766632,2018
"1266",1544,"10/10/2018 07:50:44",244691,596461,3,0.53691,"2018-10-10",1.63116483037711,2018
"1267",1545,"10/10/2018 14:00:50",244558,596458,3,0.538023,"2018-10-10",1.50029436123418,2018
"1268",1546,"14/10/2018 12:15:20",249066,590756,3,0.581092,"2018-10-14",0.92942016173262,2018
"1269",1547,"16/10/2018 10:31:38",253164,586051,3,1.10794,"2018-10-16",0.428116708080955,2018
"1270",1548,"20/10/2018 04:53:26",254136,593975,3,0.785316,"2018-10-20",1.91767847626446,2018
"1271",1549,"23/10/2018 14:10:54",251460,591137,3,0.810741,"2018-10-23",1.72689244274188,2018
"1272",1550,"29/10/2018 15:37:46",240485,600725,3,0.758178,"2018-10-29",0.773523608627133,2018
"1273",1551,"07/11/2018 00:23:25",251908,582129,3,0.803533,"2018-11-07",2.07963973077836,2018
"1274",1552,"09/11/2018 15:41:12",241055,598620,3,1.60955,"2018-11-09",1.65622091186102,2018
"1275",1553,"16/11/2018 01:40:27",253102,585827,3,0.822859,"2018-11-16",0.647847697543485,2018
"1276",1555,"25/11/2018 09:29:48",239642,599486,3,0.581575,"2018-11-25",1.67043620927225,2018
"1277",1556,"25/11/2018 19:37:37",243414,600667,3,1.57888,"2018-11-25",0.645802935138775,2018
"1278",1557,"29/11/2018 02:54:19",237279,597552,3,0.851437,"2018-11-29",1.69542801272782,2018
"1279",1558,"02/12/2018 10:09:38",246829,585703,3,0.893383,"2018-12-02",0.31304524246942,2018
"1280",1559,"05/12/2018 06:40:02",251126,594470,3,0.406803,"2018-12-05",0.883157643909855,2018
"1281",1560,"11/12/2018 20:50:11",237033,588532,3,0.591898,"2018-12-11",1.01123466192126,2018
"1282",1561,"17/12/2018 14:08:59",250906,588789,3,0.397317,"2018-12-17",2.53143084032033,2018
"1283",1563,"22/12/2018 04:54:11",247621,589615,3,1.22079,"2018-12-22",0.833950692508928,2018
"1284",1564,"23/12/2018 15:08:06",237486,597111,3,0.542802,"2018-12-23",1.41414232007644,2018
"1285",1565,"23/12/2018 23:16:04",244649,584438,3,1.30545,"2018-12-23",1.58021457616593,2018
"1286",1566,"07/01/2019 11:12:49",253822,570257,3,1.28689,"2019-01-07",2.95001736835743,2019
"1287",1568,"19/01/2019 00:00:54",258977,576600,3,0.601662,"2019-01-19",0.895465421265607,2019
"1288",1569,"01/02/2019 20:41:03",244443,584768,3,1.01114,"2019-02-01",1.86865023639411,2019
"1289",1570,"07/02/2019 13:33:16",243353,596770,3,0.698895,"2019-02-07",0.678748353411801,2019
"1290",1571,"09/02/2019 20:54:14",245953,600158,3,0.882142,"2019-02-09",2.1261092499342,2019
"1291",1572,"10/02/2019 10:12:51",240068,601720,3,0.280943,"2019-02-10",1.41117467250375,2019
"1292",1573,"16/02/2019 19:22:59",245263,597919,3,1.37385,"2019-02-16",0.857993080951944,2019
"1293",1574,"19/02/2019 12:15:27",251809,590365,3,1.55718,"2019-02-19",1.1505138388361,2019
"1294",1575,"22/02/2019 23:55:34",236371,599986,3,0.772631,"2019-02-22",2.80376693353339,2019
"1295",1576,"24/02/2019 19:38:53",246506,595605,3,0.396396,"2019-02-24",1.11253063546125,2019
"1296",1577,"28/02/2019 23:16:08",237613,597447,3,1.5571,"2019-02-28",1.34531775900478,2019
"1297",1578,"02/03/2019 11:37:13",252679,593500,3,0.409793,"2019-03-02",1.26273567300405,2019
"1298",1579,"04/03/2019 15:11:05",256823,586684,3,0.801276,"2019-03-04",1.1776597403891,2019
"1299",1580,"11/03/2019 23:00:36",246713,598725,3,0.390296,"2019-03-11",1.01154826426666,2019
"1300",1581,"17/03/2019 19:11:42",237349,597331,3,0.838764,"2019-03-17",1.57487960044882,2019
"1301",1582,"29/03/2019 13:37:21",239321,598812,3,1.50324,"2019-03-29",1.81031987621733,2019
"1302",1583,"30/03/2019 01:51:36",254204,593865,3,0.508697,"2019-03-30",1.95516236390453,2019
"1303",1585,"07/04/2019 07:07:34",246013,593480,3,0.934246,"2019-04-07",1.02673186903497,2019
"1304",1586,"09/04/2019 19:26:30",251733,600717,3,1.37061,"2019-04-09",0.337422590741639,2019
"1305",1587,"10/04/2019 04:40:11",251416,576665,3,1.44349,"2019-04-10",1.50175600682376,2019
"1306",1588,"15/04/2019 07:03:43",235632,588508,3,1.56197,"2019-04-15",2.25044982594271,2019
"1307",1589,"16/04/2019 02:15:07",240866,583144,3,0.878739,"2019-04-16",2.40607614605731,2019
"1308",1590,"21/04/2019 21:55:41",246235,595822,3,0.901397,"2019-04-21",1.04847995130139,2019
"1309",1591,"25/04/2019 19:27:06",244318,591444,3,1.82849,"2019-04-25",1.75492369933649,2019
"1310",1592,"03/05/2019 18:21:19",243194,594541,3,1.00545,"2019-05-03",0.716773965560796,2019
"1311",1593,"05/05/2019 08:01:52",244885,593236,3,0.915332,"2019-05-05",1.118996848977,2019
"1312",1594,"08/05/2019 08:50:23",245453,605492,3,1.04191,"2019-05-08",1.87954192138549,2019
"1313",1595,"11/05/2019 02:01:16",237282,597330,3,0.480116,"2019-05-11",1.64068967814031,2019
"1314",1596,"11/05/2019 10:26:39",237147,597439,3,0.529332,"2019-05-11",1.79422008625055,2019
"1315",1597,"11/05/2019 13:27:31",251364,592583,3,1.30301,"2019-05-11",0.453751332573961,2019
"1316",1598,"18/05/2019 15:13:36",257602,590820,3,0.754891,"2019-05-18",1.94950053518414,2019
"1317",1599,"19/05/2019 03:47:23",245087,593129,3,0.6015,"2019-05-19",0.898381461774129,2019
"1318",1600,"19/05/2019 17:38:33",248763,592642,3,0.797126,"2019-05-19",1.28940109896569,2019
"1319",1601,"19/05/2019 22:42:12",248765,592531,3,0.992149,"2019-05-19",1.39140897244559,2019
"1320",1602,"20/05/2019 00:49:43",240196,583244,3,0.514166,"2019-05-20",2.00966301503116,2019
"1321",1603,"22/05/2019 03:49:00",239268,594247,3,3.36147,"2019-05-22",1.38595646278557,2019
"1322",1604,"23/05/2019 01:52:09",240329,583246,3,0.926766,"2019-05-23",2.13550249951414,2019
"1323",1605,"23/05/2019 02:10:38",240396,583247,3,1.11405,"2019-05-23",2.1992174330401,2019
"1324",1606,"24/05/2019 14:48:21",237214,597440,3,0.837379,"2019-05-24",1.7290855542334,2019
"1325",1607,"28/05/2019 14:20:20",244949,596911,3,1.14094,"2019-05-28",1.28994813885856,2019
"1326",1608,"02/06/2019 18:54:18",258357,589834,3,0.640841,"2019-06-02",2.37302624179449,2019
"1327",1609,"09/06/2019 05:00:15",246946,593498,3,2.50504,"2019-06-09",1.17045664862407,2019
"1328",1610,"09/06/2019 05:34:30",246811,593607,3,0.887762,"2019-06-09",1.29249204281392,2019
"1329",1611,"13/06/2019 13:37:35",251380,591804,3,1.91369,"2019-06-13",1.21446165132566,2019
"1330",1613,"25/06/2019 16:09:31",240801,583032,3,0.938118,"2019-06-25",2.45775556835181,2019
"1331",1614,"29/06/2019 22:04:22",238173,584321,3,0.659618,"2019-06-29",0.450338719752888,2019
"1332",1615,"30/06/2019 14:17:19",246788,573792,3,1.13908,"2019-06-30",2.08445595625369,2019
"1333",1616,"03/07/2019 01:38:57",242486,582172,3,1.01158,"2019-07-03",1.38512723927484,2019
"1334",1617,"06/07/2019 01:48:42",247873,590399,3,0.907014,"2019-07-06",0.334606641337262,2019
"1335",1618,"07/07/2019 15:39:42",255382,588546,3,1.14065,"2019-07-07",0.612612421569072,2019
"1336",1619,"07/07/2019 22:13:32",255585,588439,3,0.38174,"2019-07-07",0.686780688359525,2019
"1337",1620,"11/07/2019 16:45:44",246809,593718,3,0.603454,"2019-07-11",1.40262398946657,2019
"1338",1621,"12/07/2019 16:53:19",249570,595664,3,0.848543,"2019-07-12",0.403860468345234,2019
"1339",1622,"14/07/2019 06:54:39",238616,585776,3,1.19394,"2019-07-14",1.9169759380009,2019
"1340",1623,"20/07/2019 07:35:45",253860,587958,3,0.764822,"2019-07-20",1.63119034066943,2019
"1341",1624,"20/07/2019 07:40:48",253860,587958,3,1.08163,"2019-07-20",1.63119034066943,2019
"1342",1625,"21/07/2019 08:48:58",241063,587044,3,0.279059,"2019-07-21",1.51550523539194,2019
"1343",1626,"28/07/2019 04:36:27",260020,590093,3,0.645435,"2019-07-28",2.65999575683151,2019
"1344",1627,"03/08/2019 11:11:56",247871,593961,3,1.29102,"2019-08-03",0.374857458942632,2019
"1345",1628,"03/08/2019 20:03:53",252469,597281,3,1.09999,"2019-08-03",2.82464467011622,2019
"1346",1630,"04/08/2019 10:59:05",239783,591474,3,0.48207,"2019-08-04",1.486690672944,2019
"1347",1631,"06/08/2019 23:56:13",252271,584029,3,0.999988,"2019-08-06",2.48934928110312,2019
"1348",1632,"12/08/2019 04:23:07",244227,592779,3,1.03554,"2019-08-12",1.52316597597737,2019
